Name,Score,1_Score,1_Halfway Score,1_Driving Accuracy,1_Greens In Regulation,1_Putting Average,1_Stroke Differential,1_Scrambling,1_Birdie/Bogey,1_Consecutive Cuts,1_Time,2_Score,2_Halfway Score,2_Driving Accuracy,2_Greens In Regulation,2_Putting Average,2_Stroke Differential,2_Scrambling,2_Birdie/Bogey,2_Consecutive Cuts,2_Time
Hideki Matsuyama,11.0,11.0,11.0,89.29,73.61,1.736,1.31,63.16,2.86,20.0,1.0,13.0,12.0,51.79,59.72,1.814,1.09,65.52,1.18,19.0,2.0
Lucas Bjerregaard,11.0,8.0,5.0,76.79,68.06,1.878,1.02,65.22,1.5,1.0,4.0,10.0,8.0,66.07,65.28,1.723,0.98,68.0,1.67,4.0,8.0
Abraham Ancer,11.0,16.0,14.0,73.21,69.44,1.74,0.06,63.64,1.58,1.0,1.0,15.0,7.0,71.43,58.33,1.643,0.38,66.67,1.45,3.0,5.0
Xander Schauffele,11.0,17.0,8.0,48.21,56.94,1.805,-1.03,58.06,0.87,3.0,3.0,1.0,1.0,62.5,70.83,1.686,2.77,57.14,2.08,2.0,4.0
Jimmy Walker,12.0,15.0,10.0,44.64,59.72,1.837,0.59,75.86,1.13,5.0,2.0,11.0,7.0,62.5,58.33,1.786,0.27,63.33,1.17,4.0,4.0
Jason Day,12.0,11.0,6.0,48.21,62.5,1.756,1.59,62.96,1.36,1.0,2.0,2.0,0.0,66.07,70.83,1.706,2.52,71.43,2.71,2.0,4.0
Billy Horschel,12.0,12.0,4.0,66.07,61.11,1.841,0.22,67.86,1.0,2.0,3.0,17.0,10.0,62.5,55.56,1.65,-1.23,37.5,0.86,1.0,4.0
Jason Kokrak,12.0,23.0,9.0,57.14,72.22,1.885,-1.41,40.0,0.6,21.0,2.0,6.0,4.0,53.57,61.11,1.682,1.72,78.57,2.43,19.0,3.0
Emiliano Grillo,12.0,9.0,2.0,67.86,61.11,1.75,0.97,60.71,1.08,4.0,3.0,21.0,10.0,71.43,69.44,2.02,-2.23,45.45,0.65,3.0,4.0
Thomas Pieters,12.0,11.0,10.0,82.14,77.78,1.732,1.31,68.75,3.0,5.0,1.0,13.0,6.0,41.07,56.94,1.707,1.51,64.52,1.15,4.0,23.0
Webb Simpson,13.0,10.0,11.0,64.29,63.89,1.739,1.84,65.38,1.5,4.0,2.0,6.0,9.0,76.79,59.72,1.721,1.72,75.86,1.78,3.0,3.0
Keegan Bradley,13.0,12.0,7.0,71.43,66.67,1.792,0.02,54.17,1.31,2.0,4.0,6.0,6.0,69.64,76.39,1.782,1.98,70.59,2.0,19.0,8.0
Adam Hadwin,13.0,14.0,11.0,58.93,65.28,1.809,0.84,60.0,1.33,3.0,2.0,13.0,7.0,71.43,65.28,1.83,-0.03,64.0,0.92,1.0,3.0
Paul Casey,13.0,6.0,9.0,58.93,66.67,1.729,2.84,75.0,1.88,1.0,2.0,0.0,0.0,67.31,63.89,1.652,2.91,61.54,1.58,1.0,7.0
Justin Rose,13.0,4.0,6.0,46.43,69.44,1.7,3.34,77.27,2.83,1.0,2.0,4.0,8.0,58.93,63.89,1.587,2.48,76.92,3.33,8.0,8.0
Sam Burns,13.0,4.0,4.0,46.43,52.78,1.5,2.22,67.65,1.82,6.0,3.0,12.0,9.0,53.57,70.83,1.784,1.13,80.95,2.75,5.0,5.0
Graeme McDowell,13.0,13.0,6.0,57.14,59.72,1.721,-0.03,58.62,1.14,9.0,3.0,8.0,6.0,57.14,65.28,1.723,2.13,88.0,3.2,8.0,5.0
Harold Varner III,14.0,12.0,4.0,62.5,73.61,1.698,1.13,63.16,1.8,2.0,5.0,14.0,7.0,48.08,54.17,1.872,-0.59,60.61,0.67,1.0,7.0
Danny Lee,14.0,11.0,8.0,57.14,68.06,1.837,0.47,73.91,1.29,3.0,3.0,8.0,8.0,55.36,70.83,1.627,2.13,61.9,2.1,2.0,5.0
Rickie Fowler,14.0,6.0,10.0,60.71,69.44,1.7,2.84,68.18,2.14,20.0,2.0,3.0,4.0,76.79,63.89,1.696,2.27,69.23,2.0,19.0,4.0
Haotong Li,14.0,12.0,9.0,69.64,68.06,1.857,0.02,56.52,1.15,3.0,4.0,16.0,8.0,46.43,70.83,1.824,0.13,76.19,1.86,2.0,5.0
Beau Hossler,14.0,14.0,7.0,91.07,75.0,1.704,0.56,55.56,2.25,2.0,1.0,28.0,10.0,50.0,50.0,1.833,-2.66,58.33,0.5,1.0,2.0
Kiradech Aphibarnrat,15.0,6.0,11.0,73.21,75.0,1.63,2.56,72.22,4.2,3.0,1.0,14.0,4.0,57.14,62.5,1.778,-0.48,55.56,0.92,2.0,4.0
Danny Willett,15.0,10.0,4.0,48.08,61.11,1.795,0.41,64.29,0.93,1.0,7.0,18.0,9.0,57.14,79.17,1.772,0.61,40.0,1.5,3.0,11.0
Adam Long,15.0,15.0,10.0,60.71,61.11,1.773,0.59,67.86,1.0,1.0,2.0,5.0,10.0,66.07,65.28,1.809,2.07,76.0,1.75,1.0,9.0
Matt Fitzpatrick,15.0,10.0,9.0,76.79,63.89,1.652,0.72,53.85,1.33,6.0,3.0,8.0,8.0,60.71,61.11,1.705,1.02,60.71,1.38,5.0,4.0
Aaron Wise,15.0,14.0,12.0,82.14,84.72,1.77,0.56,36.36,2.25,4.0,1.0,10.0,8.0,58.93,66.67,1.729,1.84,54.17,1.46,3.0,2.0
Scott Piercy,15.0,2.0,4.0,57.14,70.83,1.725,2.72,76.19,2.67,3.0,3.0,14.0,10.0,62.5,68.06,1.837,-0.02,60.87,1.27,2.0,8.0
Charles Howell III,15.0,10.0,3.0,69.64,70.83,1.843,0.52,47.62,1.14,11.0,4.0,11.0,7.0,51.79,70.83,1.745,0.73,47.62,1.23,9.0,8.0
Henrik Stenson,16.0,10.0,10.0,91.07,81.94,1.746,1.56,69.23,3.6,6.0,1.0,12.0,10.0,62.5,75.0,1.852,1.34,61.11,1.4,5.0,2.0
Francesco Molinari,16.0,2.0,0.0,73.21,65.28,1.681,2.52,84.0,4.25,9.0,4.0,14.0,10.0,55.36,68.06,1.755,-0.02,56.52,1.25,7.0,8.0
Kelly Kraft,16.0,3.0,3.0,64.29,69.44,1.62,2.68,77.27,3.5,3.0,6.0,11.0,5.0,57.69,55.56,1.75,0.16,59.38,0.8,2.0,7.0
Bronson Burgoon,16.0,12.0,4.0,58.93,63.89,1.783,0.2,61.54,1.1,1.0,10.0,5.0,2.0,67.86,86.11,1.694,2.65,70.0,6.0,4.0,26.0
Tommy Fleetwood,16.0,7.0,6.0,60.71,61.11,1.773,1.47,75.0,1.57,19.0,3.0,11.0,5.0,69.64,70.83,1.941,0.27,66.67,1.18,18.0,4.0
Tyrrell Hatton,16.0,17.0,9.0,69.64,65.28,1.83,-1.23,40.0,0.87,2.0,4.0,9.0,10.0,57.14,63.89,1.652,1.07,42.31,1.18,2.0,9.0
Alex Noren,17.0,13.0,12.0,87.5,76.39,1.709,0.81,64.71,2.57,4.0,1.0,8.0,8.0,55.36,58.33,1.643,1.22,63.33,1.54,3.0,3.0
Justin Harding,17.0,7.0,13.0,91.07,73.61,1.66,2.31,68.42,3.67,2.0,1.0,5.0,1.0,75.0,62.5,1.622,1.77,55.56,1.62,1.0,4.0
J.J. Spaun,17.0,16.0,10.0,87.5,72.22,1.769,0.06,60.0,1.7,3.0,1.0,8.0,6.0,64.29,59.72,1.698,1.22,68.97,1.5,1.0,3.0
Cameron Champ,17.0,13.0,12.0,54.55,75.0,1.833,1.76,55.56,1.38,2.0,14.0,18.0,10.0,37.5,63.89,1.739,-0.74,50.0,1.13,1.0,15.0
Charley Hoffman,17.0,12.0,4.0,55.36,61.11,1.75,0.22,60.71,1.09,4.0,3.0,9.0,5.0,64.29,66.67,1.771,0.77,50.0,1.29,3.0,4.0
Zach Johnson,17.0,6.0,5.0,64.29,54.17,1.692,1.72,72.73,1.67,3.0,3.0,18.0,10.0,73.21,56.94,1.805,-1.48,51.61,0.73,2.0,4.0
J.T. Poston,18.0,3.0,9.0,71.43,63.89,1.739,2.47,88.46,4.33,2.0,3.0,21.0,9.0,51.79,58.33,1.762,-1.12,66.67,1.0,1.0,5.0
Louis Oosthuizen,18.0,9.0,0.0,71.43,66.67,1.792,0.77,66.67,1.45,4.0,4.0,1.0,6.0,55.77,48.61,1.629,2.66,75.68,1.6,2.0,7.0
Joost Luiten,19.0,19.0,9.0,57.14,69.44,1.74,-0.62,54.55,1.25,3.0,5.0,13.0,7.0,57.14,72.22,1.75,1.86,55.0,1.8,2.0,11.0
Tony Finau,19.0,18.0,10.0,48.21,63.89,1.848,-0.16,53.85,0.85,1.0,2.0,2.0,4.0,67.86,66.67,1.771,2.52,79.17,2.83,7.0,4.0
Thorbjørn Olesen,19.0,8.0,5.0,71.43,72.22,1.865,1.02,60.0,1.5,3.0,4.0,12.0,7.0,66.07,72.22,1.788,0.48,55.0,1.45,1.0,8.0
Cameron Smith,19.0,15.0,7.0,53.57,56.94,1.756,-0.73,58.06,0.93,3.0,4.0,14.0,10.0,58.93,59.72,1.837,-0.02,75.86,1.25,1.0,8.0
Max Homa,19.0,0.0,1.0,55.36,68.06,1.612,4.34,78.26,4.0,1.0,2.0,15.0,10.0,41.07,61.11,1.659,0.38,53.57,1.33,2.0,5.0
Corey Conners,19.0,13.0,4.0,73.21,69.44,1.9,-0.23,59.09,1.08,2.0,4.0,0.0,4.0,64.29,81.94,1.525,4.13,30.77,3.0,1.0,5.0
David Lipsky,20.0,8.0,8.0,75.0,65.28,1.596,1.43,64.0,2.11,5.0,6.0,13.0,8.0,62.5,75.0,1.741,1.86,61.11,1.78,4.0,11.0
Daniel Berger,20.0,11.0,12.0,83.93,81.94,1.695,1.31,46.15,2.22,3.0,1.0,17.0,11.0,60.71,56.94,1.707,0.09,58.06,1.0,2.0,2.0
Phil Mickelson,20.0,7.0,3.0,51.79,66.67,1.792,1.27,62.5,1.7,2.0,4.0,21.0,13.0,53.57,66.67,1.813,-0.14,62.5,1.25,3.0,11.0
Rafa Cabrera Bello,20.0,15.0,14.0,78.57,73.61,1.736,0.31,57.89,1.7,5.0,1.0,6.0,4.0,64.29,58.33,1.738,1.72,73.33,1.88,4.0,3.0
Joel Dahmen,20.0,3.0,1.0,76.79,77.78,1.714,3.59,56.25,2.71,7.0,2.0,6.0,5.0,64.29,59.72,1.698,1.72,72.41,1.88,5.0,3.0
Kevin Tway,21.0,15.0,10.0,69.64,79.17,1.789,0.31,60.0,1.89,3.0,1.0,11.0,6.0,50.0,63.89,1.761,0.27,53.85,1.21,1.0,4.0
Andrew Putnam,22.0,14.0,10.0,48.21,63.89,1.652,0.63,61.54,1.6,2.0,5.0,14.0,11.0,65.45,66.67,1.771,1.51,66.67,1.5,1.0,14.0
Pat Perez,22.0,8.0,12.0,89.29,76.39,1.691,2.06,70.59,2.71,2.0,1.0,8.0,6.0,57.14,62.5,1.844,2.34,81.48,2.33,1.0,2.0
Sung Kang,0.0,15.0,11.0,55.36,66.67,1.729,0.38,54.17,1.38,7.0,4.0,6.0,6.0,59.62,51.39,1.757,1.41,71.43,1.18,6.0,6.0
Matt Every,2.0,7.0,6.0,55.36,73.61,1.792,1.75,63.16,1.88,4.0,11.0,10.0,5.0,63.64,63.89,1.717,1.73,69.23,1.89,3.0,13.0
Brooks Koepka,3.0,1.0,0.0,69.64,73.61,1.792,2.77,68.42,2.33,3.0,3.0,14.0,11.0,55.36,56.94,1.707,-0.02,58.06,1.38,1.0,7.0
Peter Uihlein,6.0,8.0,7.0,60.71,75.0,1.722,1.43,66.67,2.25,2.0,5.0,14.0,7.0,40.38,50.0,1.833,-0.59,69.44,0.67,1.0,6.0
Kiradech Aphibarnrat,6.0,14.0,4.0,57.14,62.5,1.778,-0.48,55.56,0.92,2.0,3.0,8.0,6.0,69.64,58.33,1.738,1.32,73.33,1.6,1.0,8.0
Matt Jones,6.0,14.0,9.0,55.36,62.5,1.778,0.84,66.67,1.3,9.0,1.0,13.0,5.0,46.43,69.44,1.74,0.88,72.73,1.75,7.0,4.0
Rory Sabbatini,6.0,10.0,11.0,67.86,66.67,1.75,1.84,66.67,1.58,8.0,1.0,5.0,3.0,60.71,65.28,1.787,1.97,72.0,1.75,6.0,2.0
Tyler Duncan,6.0,14.0,8.0,82.14,68.06,1.714,-0.07,56.52,1.42,1.0,5.0,16.0,8.0,60.71,62.5,1.733,-0.5,55.56,1.0,1.0,11.0
Sebastián Muñoz,7.0,14.0,7.0,39.29,68.06,1.796,0.84,47.83,1.07,1.0,1.0,10.0,5.0,64.29,59.72,1.744,0.7,62.07,1.0,2.0,9.0
Justin Harding,7.0,5.0,1.0,75.0,62.5,1.622,1.77,55.56,1.62,1.0,3.0,22.0,14.0,58.93,50.0,1.778,-0.74,52.78,0.89,2.0,22.0
Carlos Ortiz,8.0,11.0,4.0,80.36,68.06,1.633,0.68,52.17,1.64,1.0,5.0,9.0,8.0,62.5,63.89,1.826,1.07,57.69,1.15,1.0,8.0
Nicholas Lindheim,8.0,16.0,11.0,44.64,70.83,1.784,0.47,57.14,1.55,1.0,15.0,13.0,6.0,53.57,68.06,1.776,1.05,69.57,1.88,1.0,23.0
Doug Ghim,8.0,11.0,7.0,64.29,70.83,1.667,1.67,52.38,1.75,1.0,15.0,24.0,8.0,62.5,62.5,1.867,-1.7,66.67,0.92,3.0,23.0
Pat Perez,8.0,8.0,6.0,57.14,62.5,1.844,2.34,81.48,2.33,1.0,1.0,13.0,7.0,57.14,59.72,1.767,0.07,65.52,1.09,2.0,8.0
Vaughn Taylor,9.0,9.0,8.0,69.64,75.0,1.741,2.09,66.67,2.14,1.0,1.0,6.0,7.0,59.62,52.78,1.763,1.41,73.53,1.18,2.0,6.0
Kramer Hickok,9.0,18.0,10.0,66.07,55.56,1.775,-0.16,62.5,0.86,1.0,1.0,5.0,5.0,78.57,68.06,1.694,2.18,82.61,3.6,5.0,5.0
Stephan Jaeger,9.0,9.0,4.0,62.5,62.5,1.667,1.18,62.96,1.9,1.0,5.0,20.0,11.0,48.21,56.94,1.829,-1.22,67.74,0.69,1.0,12.0
Jonas Blixt,10.0,13.0,10.0,60.71,58.33,1.667,0.88,73.33,1.88,6.0,4.0,8.0,2.0,69.64,72.22,1.731,1.43,65.0,2.14,5.0,5.0
Shawn Stefani,10.0,9.0,10.0,50.0,69.44,1.66,2.09,54.55,1.8,2.0,1.0,12.0,7.0,73.21,65.28,1.83,0.43,80.0,1.83,2.0,5.0
Henrik Stenson,10.0,12.0,10.0,62.5,75.0,1.852,1.34,61.11,1.4,5.0,1.0,11.0,9.0,82.14,62.5,1.8,0.27,59.26,1.42,3.0,3.0
Daniel Berger,11.0,17.0,11.0,60.71,56.94,1.707,0.09,58.06,1.0,2.0,1.0,9.0,2.0,64.29,59.72,1.628,0.97,55.17,1.31,1.0,2.0
Denny McCarthy,11.0,9.0,5.0,50.0,52.78,1.711,0.97,76.47,1.33,1.0,2.0,9.0,4.0,76.79,63.89,1.696,1.18,76.92,2.43,3.0,5.0
Brady Schnell,11.0,6.0,4.0,73.21,68.06,1.551,1.93,52.17,2.0,1.0,5.0,13.0,11.0,81.82,70.83,1.804,0.98,76.19,1.67,1.0,13.0
Hideki Matsuyama,11.0,13.0,12.0,51.79,59.72,1.814,1.09,65.52,1.18,19.0,1.0,10.0,8.0,60.71,63.89,1.717,0.52,53.85,1.36,18.0,3.0
Thomas Pieters,11.0,13.0,6.0,41.07,56.94,1.707,1.51,64.52,1.15,4.0,22.0,14.0,9.0,57.14,68.06,1.694,0.4,60.87,2.0,3.0,25.0
Cameron Tringale,11.0,10.0,11.0,50.0,76.39,1.709,1.63,70.59,3.0,2.0,4.0,13.0,7.0,76.79,69.44,1.84,0.18,72.73,1.56,1.0,5.0
Nate Lashley,12.0,15.0,10.0,66.07,68.06,1.857,0.59,65.22,1.0,1.0,1.0,5.0,0.0,62.5,69.44,1.68,2.25,68.18,2.0,8.0,11.0
Morgan Hoffmann,12.0,21.0,11.0,51.79,45.83,1.758,-1.12,71.79,1.18,2.0,4.0,19.0,7.0,55.77,47.22,1.735,-1.84,50.0,0.52,1.0,6.0
Jordan Spieth,12.0,14.0,4.0,51.79,56.94,1.756,-0.28,58.06,1.15,4.0,2.0,8.0,6.0,66.07,69.44,1.78,1.02,63.64,1.7,3.0,3.0
Joey Garber,12.0,13.0,8.0,76.79,62.5,1.8,0.18,81.48,1.83,1.0,5.0,6.0,6.0,48.21,62.5,1.667,2.0,70.37,1.89,1.0,11.0
Sepp Straka,12.0,9.0,4.0,78.57,75.0,1.685,1.18,55.56,1.9,2.0,5.0,11.0,6.0,42.31,55.56,1.775,0.16,59.38,0.88,1.0,6.0
Cam Davis,13.0,12.0,8.0,57.14,54.17,1.872,0.2,75.76,1.0,2.0,9.0,7.0,8.0,64.29,72.22,1.788,1.75,70.0,1.64,1.0,11.0
Scottie Scheffler,13.0,11.0,7.0,57.14,72.22,1.731,1.38,70.0,1.67,2.0,4.0,16.0,5.0,57.14,76.39,1.764,0.3,52.94,1.67,1.0,23.0
Kevin Na,13.0,5.0,6.0,71.43,61.11,1.682,1.97,71.43,2.0,4.0,2.0,13.0,7.0,71.43,62.5,1.756,-0.23,48.15,1.0,3.0,3.0
Alex Noren,13.0,8.0,8.0,55.36,58.33,1.643,1.22,63.33,1.54,3.0,2.0,21.0,10.0,76.79,55.56,1.825,-2.23,56.25,0.67,2.0,3.0
Martin Laird,13.0,13.0,7.0,60.71,62.5,1.667,1.09,55.56,1.25,2.0,1.0,14.0,10.0,62.5,65.28,1.702,0.63,68.0,1.6,1.0,4.0
C.T. Pan,13.0,0.0,3.0,51.79,58.33,1.524,3.22,73.33,2.5,1.0,2.0,10.0,5.0,65.38,52.78,1.737,0.41,67.65,0.92,2.0,6.0
Russell Henley,13.0,16.0,11.0,53.57,61.11,1.75,0.13,71.43,1.36,2.0,4.0,10.0,5.0,75.0,58.33,1.81,0.41,66.67,0.8,1.0,6.0
Russell Knox,14.0,7.0,7.0,61.54,59.72,1.721,1.16,58.62,1.0,10.0,6.0,11.0,6.0,75.0,70.83,1.784,0.73,52.38,1.46,9.0,7.0
Bud Cauley,14.0,11.0,12.0,62.5,66.67,1.729,1.59,62.5,1.36,2.0,1.0,10.0,8.0,66.07,50.0,1.639,0.72,72.22,1.45,1.0,2.0
Harris English,14.0,17.0,11.0,51.79,66.67,1.729,0.09,54.17,1.15,1.0,1.0,7.0,8.0,64.29,61.11,1.818,1.47,78.57,1.75,1.0,2.0
Roberto Díaz,14.0,17.0,11.0,66.07,61.11,1.773,0.09,53.57,0.94,5.0,1.0,17.0,7.0,46.43,61.11,1.682,-0.12,57.14,1.31,3.0,4.0
Beau Hossler,14.0,28.0,10.0,50.0,50.0,1.833,-2.66,58.33,0.5,1.0,1.0,14.0,7.0,51.79,65.28,1.809,0.63,80.0,1.86,1.0,4.0
Curtis Luck,14.0,13.0,8.0,69.64,70.83,1.784,0.18,71.43,1.75,2.0,5.0,5.0,2.0,48.08,48.61,1.629,1.66,72.97,1.3,1.0,6.0
Johnson Wagner,14.0,10.0,8.0,57.14,61.11,1.841,0.82,75.0,1.1,1.0,8.0,3.0,2.0,71.43,73.61,1.679,2.75,63.16,2.5,2.0,11.0
Ryan Palmer,14.0,8.0,4.0,53.57,56.94,1.659,1.22,67.74,1.6,1.0,2.0,2.0,7.0,67.86,69.44,1.66,2.7,63.64,2.0,1.0,9.0
Aaron Wise,14.0,10.0,8.0,58.93,66.67,1.729,1.84,54.17,1.46,3.0,1.0,6.0,9.0,66.07,68.06,1.694,1.52,56.52,1.73,2.0,3.0
Bill Haas,15.0,16.0,10.0,48.21,59.72,1.791,0.34,55.17,1.0,2.0,1.0,5.0,6.0,57.69,47.22,1.676,1.66,73.68,1.4,1.0,6.0
Rafa Cabrera Bello,15.0,6.0,4.0,64.29,58.33,1.738,1.72,73.33,1.88,4.0,2.0,11.0,6.0,58.93,66.67,1.813,0.27,62.5,1.36,3.0,3.0
Michael Thompson,15.0,5.0,6.0,66.07,55.56,1.55,1.97,71.88,2.0,1.0,2.0,16.0,8.0,67.86,59.72,1.721,-0.52,55.17,1.14,1.0,7.0
Kevin Tway,15.0,11.0,6.0,50.0,63.89,1.761,0.27,53.85,1.21,1.0,3.0,16.0,12.0,42.86,66.67,1.833,0.42,70.83,1.44,1.0,15.0
Troy Merritt,15.0,5.0,3.0,73.21,59.72,1.767,1.97,75.86,2.0,1.0,2.0,14.0,10.0,75.0,72.22,1.769,0.17,75.0,2.67,5.0,18.0
Brandon Harkins,15.0,20.0,11.0,48.21,61.11,1.818,-0.66,57.14,0.79,3.0,1.0,14.0,5.0,57.14,55.56,1.8,-0.28,71.88,1.27,1.0,2.0
Brian Stuard,16.0,6.0,5.0,67.86,66.67,1.708,1.72,62.5,1.6,2.0,2.0,5.0,5.0,69.64,68.06,1.612,2.88,82.61,4.75,1.0,4.0
J.J. Spaun,16.0,8.0,6.0,64.29,59.72,1.698,1.22,68.97,1.5,1.0,2.0,17.0,6.0,67.86,59.72,1.837,-0.93,48.28,0.8,1.0,8.0
Keith Mitchell,16.0,8.0,11.0,57.14,70.83,1.765,2.34,57.14,1.8,1.0,1.0,12.0,9.0,62.5,58.33,1.738,0.02,50.0,1.0,5.0,3.0
Abraham Ancer,16.0,15.0,7.0,71.43,58.33,1.643,0.38,66.67,1.45,3.0,4.0,5.0,3.0,75.0,70.83,1.706,2.23,57.14,1.92,1.0,7.0
Seth Reeves,17.0,7.0,6.0,71.43,83.33,1.817,1.68,75.0,4.25,1.0,5.0,15.0,12.0,67.86,70.83,1.824,-0.67,61.9,1.4,5.0,19.0
Branden Grace,17.0,16.0,9.0,55.36,55.56,1.85,-0.78,68.75,0.75,3.0,2.0,18.0,10.0,62.5,65.28,1.851,-1.48,40.0,0.74,2.0,3.0
Patrick Reed,17.0,12.0,5.0,50.0,70.83,1.804,1.34,57.14,1.25,1.0,1.0,11.0,6.0,76.79,58.33,1.833,0.27,63.33,1.07,2.0,3.0
Dylan Frittelli,18.0,11.0,10.0,55.36,62.5,1.756,1.59,66.67,1.21,1.0,1.0,15.0,11.0,33.93,63.89,1.739,0.38,76.92,1.75,3.0,4.0
Tom Hoge,18.0,20.0,9.0,57.14,58.33,1.833,-0.66,56.67,0.71,2.0,1.0,10.0,8.0,58.93,66.67,1.75,0.98,62.5,1.56,1.0,7.0
Brian Gay,19.0,14.0,6.0,62.5,50.0,1.694,-0.28,66.67,1.0,4.0,2.0,11.0,6.0,78.85,62.5,1.8,0.16,59.26,0.85,2.0,6.0
Ryan Moore,19.0,11.0,7.0,75.0,56.94,1.707,0.47,67.74,1.25,2.0,2.0,3.0,6.0,80.36,76.39,1.655,3.38,76.47,4.75,1.0,4.0
Ollie Schniederjans,19.0,12.0,12.0,35.71,62.5,1.689,1.34,55.56,1.25,1.0,1.0,14.0,9.0,42.86,54.17,1.667,0.63,60.61,1.29,1.0,4.0
Max Homa,0.0,15.0,10.0,41.07,61.11,1.659,0.38,53.57,1.33,2.0,3.0,13.0,6.0,62.5,75.0,1.87,0.18,72.22,1.5,1.0,4.0
Joel Dahmen,3.0,6.0,5.0,64.29,59.72,1.698,1.72,72.41,1.88,5.0,1.0,22.0,11.0,51.79,59.72,1.698,-1.37,51.72,0.94,4.0,3.0
Justin Rose,4.0,4.0,8.0,58.93,63.89,1.587,2.48,76.92,3.33,8.0,6.0,17.0,6.0,62.5,61.11,1.795,-0.93,50.0,0.87,7.0,7.0
Sergio Garcia,6.0,12.0,7.0,57.69,59.72,1.814,-0.09,68.97,1.11,6.0,5.0,8.0,7.0,62.5,69.44,1.72,1.48,54.55,1.8,5.0,6.0
Paul Casey,6.0,0.0,0.0,67.31,63.89,1.652,2.91,61.54,1.58,1.0,5.0,10.0,12.0,75.0,77.78,1.75,2.61,56.25,2.38,3.0,9.0
Jason Dufner,6.0,17.0,9.0,58.93,66.67,1.771,-1.03,45.83,0.87,1.0,1.0,9.0,7.0,64.29,77.78,1.661,1.56,56.25,2.67,1.0,19.0
Rickie Fowler,6.0,3.0,4.0,76.79,63.89,1.696,2.27,69.23,2.0,19.0,2.0,10.0,4.0,60.71,68.06,1.673,1.63,65.22,1.8,18.0,3.0
Rory McIlroy,8.0,8.0,7.0,58.93,62.5,1.689,1.02,40.74,1.13,16.0,2.0,0.0,0.0,58.93,80.56,1.672,3.48,57.14,3.67,14.0,6.0
Kyle Stanley,8.0,8.0,7.0,69.64,66.67,1.813,1.02,62.5,1.36,3.0,2.0,16.0,8.0,62.5,65.28,1.745,0.13,64.0,1.56,2.0,3.0
Jhonattan Vegas,8.0,13.0,6.0,55.36,65.28,1.681,0.88,68.0,1.78,5.0,3.0,9.0,4.0,66.07,68.06,1.694,1.18,56.52,1.8,4.0,4.0
Pat Perez,8.0,13.0,7.0,57.14,59.72,1.767,0.07,65.52,1.09,2.0,7.0,16.0,11.0,60.71,62.5,1.822,-0.22,59.26,0.83,1.0,11.0
Keith Mitchell,8.0,12.0,9.0,62.5,58.33,1.738,0.02,50.0,1.0,5.0,2.0,13.0,4.0,51.79,63.89,1.804,0.23,57.69,1.36,3.0,6.0
Adam Schenk,9.0,8.0,4.0,55.36,66.67,1.583,2.13,66.67,2.5,2.0,3.0,10.0,5.0,71.43,62.5,1.778,0.93,81.48,2.33,1.0,4.0
Vaughn Taylor,9.0,6.0,7.0,59.62,52.78,1.763,1.41,73.53,1.18,2.0,5.0,12.0,5.0,73.21,63.89,1.696,0.48,65.38,1.67,1.0,6.0
Seamus Power,9.0,3.0,7.0,64.29,56.94,1.634,2.47,77.42,2.43,1.0,1.0,12.0,6.0,64.29,63.89,1.717,0.43,57.69,1.31,1.0,4.0
Shawn Stefani,9.0,12.0,7.0,73.21,65.28,1.83,0.43,80.0,1.83,2.0,4.0,8.0,3.0,48.08,63.89,1.804,0.91,57.69,0.93,1.0,5.0
Jim Knous,9.0,19.0,5.0,60.71,61.11,1.75,-0.62,57.14,1.23,2.0,3.0,8.0,4.0,73.21,76.39,1.709,1.43,47.06,2.0,1.0,4.0
Webb Simpson,10.0,6.0,9.0,76.79,59.72,1.721,1.72,75.86,1.78,3.0,1.0,2.0,6.0,83.93,68.06,1.735,2.52,78.26,2.29,2.0,2.0
Brendon Todd,10.0,11.0,7.0,76.79,58.33,1.619,0.68,66.67,1.64,2.0,4.0,9.0,7.0,67.86,61.11,1.659,1.25,60.71,1.46,1.0,10.0
Rory Sabbatini,10.0,5.0,3.0,60.71,65.28,1.787,1.97,72.0,1.75,6.0,1.0,14.0,5.0,60.71,66.67,1.833,0.63,87.5,1.75,5.0,3.0
Chez Reavie,10.0,8.0,6.0,80.36,51.39,1.676,1.22,77.14,1.56,2.0,1.0,31.0,20.0,71.43,66.67,1.875,-2.64,41.67,0.63,1.0,9.0
Aaron Wise,10.0,6.0,9.0,66.07,68.06,1.694,1.52,56.52,1.73,2.0,2.0,11.0,7.0,51.79,63.89,1.783,0.57,57.69,1.17,2.0,7.0
Brian Harman,11.0,4.0,3.0,69.64,73.61,1.698,2.48,68.42,2.71,1.0,6.0,15.0,9.0,67.86,52.78,1.842,0.03,73.53,0.83,2.0,11.0
Jason Day,11.0,2.0,0.0,66.07,70.83,1.706,2.52,71.43,2.71,2.0,2.0,4.0,4.0,64.29,72.22,1.692,2.48,65.0,2.5,1.0,6.0
Dylan Frittelli,11.0,15.0,11.0,33.93,63.89,1.739,0.38,76.92,1.75,3.0,3.0,7.0,4.0,62.5,68.06,1.755,1.68,82.61,2.29,2.0,4.0
Bud Cauley,11.0,10.0,8.0,66.07,50.0,1.639,0.72,72.22,1.45,1.0,1.0,13.0,7.0,58.93,68.06,1.776,0.23,60.87,1.42,1.0,6.0
